review_id	perfume_id	content	tags
R_27685	P_10033	Tempo is a versatile fragrance that presents a well-blended composition starting with a citrusy, spicy opening and transitioning to an earthy, gentle drydown. The mate note enhances the patchouli, creating a damp yet warm sensation, while violet leaves add smoothness. Initially, the scent evoked an unpleasant memory, but after giving it time, the reviewer grew to appreciate its complexity and uniqueness, suggesting it will be a staple in their collection for years to come.	Versatile, Everyday, Unisex, Autumn, Casual
R_27689	P_10033	This fragrance offers a delightful earthy scent that promotes relaxation. The maté note adds a unique and stimulating quality, making it a pleasure to wear throughout the day. Its longevity ensures that the fragrance remains present from morning to evening, providing great value.	Casual, Relaxing, Unisex, Daytime, Spring
R_27692	P_10037	Diptyque L’Ombre dans L’Eau presents a unique blend of scents where rose subtly emerges from a backdrop of lush greenery and aromatic botanicals. The bittersweet berries complement the lemony, herbaceous geranium, creating a practical yet beautiful fragrance. This perfume evokes a sense of self-care and mindfulness, making it ideal for moments of personal wellness and reflection.	Wellness, Self-care, Practical, Mindful, Refreshing
R_27697	P_10037	This scent evokes the imagery of honey being poured over a lush garden, creating a distinct and sweet aroma. It has a lovely green quality that adds an unexpected freshness. While it can be strong if overapplied, the overall impression is one of delightful sweetness and vibrancy.	Casual, Romantic, Spring, Daytime, Outdoor
R_27699	P_10037	The fragrance opens with a vivid and naturalistic garden setting, reminiscent of walking through a lush, wet tomato patch. The experience is enhanced by the mouth-watering scent of blackcurrant leaves, creating a refreshing and immersive atmosphere.	Casual, Outdoor, Unisex, Spring, Daytime
R_27694	P_10037	L'Ombre dans l'Eau evokes the essence of a vibrant green garden near water, capturing the fresh pleasure of nature. The fragrance features a unique blend of tartness and astringency, reminiscent of unripe pomegranate and soaked soil after a storm. Floral notes of rose emerge gently, complemented by the herbaceousness of blackcurrant leaves and a hint of citrus. This scent is refreshing and suitable for warm days, with a soft musky background that enhances its overall appeal.	Spring, Summer, Casual, Outdoor, Office
R_27700	P_10037	This scent is long-lasting and has a unique, linear quality. It evokes the imagery of a dark green tomato vine combined with the richness of cassis. The fragrance is versatile enough to be enjoyed even on pajamas, providing a comforting and enduring aroma.	Casual, Comforting, Unisex, Evening, Home
R_27696	P_10037	The fragrance features a delightful blend of jammy blackcurrant and rose, complemented by a hint of lemony citrus from petitgrain. It offers a gentle sillage that provides subtle wafts without being overpowering. The scent is described as classier and more naturalistic compared to similar fragrances, with a fruity quality that enhances its dark rose vibe. Overall, it feels sophisticated and timeless, making it suitable for frequent wear.	Casual, Sophisticated, Evening, Timeless, Feminine
R_27693	P_10037	L'Ombre dans L'Eau presents a fresh and modern scent profile that balances grassy-green floral notes with dewy roses and tart blackcurrant. The fragrance evokes imagery of darker, richer pinks bordering on burgundy, complemented by a subtle smokey undertone reminiscent of incense. It offers a refreshing sweetness that prevents it from becoming overly sour, making it ideal for warm summer days. This scent is a testament to its artistry and is particularly enjoyable on humid days.	Summer, Casual, Warm Weather, Daytime, Feminine
R_27701	P_10037	The fragrance is characterized by its green, fresh, and slightly bitter scent with an aquatic quality. It evokes imagery of dense blackcurrant foliage near a small stream, surrounded by tall, wet grass. This creates a vibrant and natural atmosphere.	Outdoor, Fresh, Casual, Spring, Unisex
R_27710	P_10042	This perfume is a signature scent that is perfect for serious or business occasions. It evokes a sense of confidence and sophistication, making it an ideal choice for professional settings. The experience of purchasing it in a magical store adds to its allure and personal significance.	Business, Sophisticated, Signature, Professional, Serious
R_27711	P_10042	This scent features a camphoric and balsamic quality that creates a unique and captivating aroma. It evokes a sense of warmth and richness, making it an intriguing choice for those who appreciate complex fragrances.	Evening, Warm, Unisex, Fall, Intimate
R_27712	P_10042	This perfume presents a complex and harmonious scent experience, evoking the imagery of a serene pine forest and eucalyptus trees. The fragrance carries a fresh and invigorating quality, reminiscent of incense and mint, creating a refreshing and uplifting mood.	Nature, Fresh, Relaxed, Outdoor, Unisex
R_27709	P_10042	This fragrance captures the essence of a stroll through the Latin Quarter in Paris on a cold winter's day. It features a harmonious blend of woods, florals, and earthy notes, creating a full-bodied yet easy-to-wear scent. The exotic balsamic amber undertones layered with fig add depth, making it suitable for various occasions. Overall, it presents a unique and inviting olfactory experience.	Casual, Unisex, Winter, Urban, Evening
R_27708	P_10042	34 Blvd St Germain is a captivating and magical fragrance that offers a harmonious blend of notes, creating a 3D sensory experience. Each wear reveals new accords, making it feel fresh and dynamic. This long-lasting scent projects well, making it ideal for travel as it can be worn on various occasions without becoming monotonous.	Travel, Dynamic, Versatile, Captivating, Long-lasting
R_27707	P_10042	Diptyque 34 BOULEVARD SAINT GERMAIN is a complex and unpredictable woody oriental perfume that blends various intense scents seamlessly. The fragrance shifts between oriental, aromatic, and woody notes, creating a dynamic olfactory experience. Despite its chaotic nature, it remains pleasant and coherent throughout, making it an intriguing choice for those who appreciate complexity in their scent.	Evening, Casual, Unisex, Year-round, Creative
R_27706	P_10042	34 Boulevard Saint Germain presents a highly complex and unique scent that blends white florals, dulled rose, sweet clove, and eucalyptus-infused woody incense over a candle wax-like iris. This fragrance evokes the atmosphere of a candle-filled store, creating a versatile and easy-to-wear experience. Its excellent projection and exceptional longevity make it a standout choice for anyone seeking a sophisticated yet approachable scent.	Versatile, Sophisticated, Casual, Everyday, Indoor
R_27705	P_10042	34 Boulevard Saint Germain is a mutable fragrance that begins with a burst of florals, transitioning into green, resiny notes, and then back to florals with a hint of woodiness. It also features a subtle citrus or fruity element that adds to its unique character. This fragrance is described as 'imminently wearable', making it ideal for hot summer weather, although it may not perform well in colder conditions. Despite its average sillage and longevity, the reviewer finds it invigorating and expresses a strong desire to add it to their collection.	Summer, Casual, Floral, Wearable, Daytime
R_27713	P_10042	This fragrance evokes a transportive experience, reminiscent of a dark dining hall and stone-walled dormitories. It conjures imagery of a wooden-paneled library with high arched windows, filled with the scent of old, leather-bound books. The atmosphere is enriched by the presence of students and teachers engaged in quiet reading, creating a scholarly and introspective mood.	Occasion: Academic, Vibe: Introspective, Gender: Unisex, Season: Fall, Place: Library
R_27721	P_10045	This fragrance features a very crisp opening that maintains its freshness throughout. It has some bitter notes initially, contributing to its unique character. Although it has weak longevity, it is highly enjoyable and is particularly suited for summer wear.	Summer, Crisp, Fresh, Casual, Daytime
R_27722	P_10045	The scent evokes a refined yet approachable atmosphere, reminiscent of a luxurious hotel experience. It is present without being overpowering, offering a linear and pleasant aroma that maintains interest without becoming dull. This fragrance captures a sophisticated vibe that enhances the overall ambiance.	Occasion, Vibe, Gender, Season
R_27716	P_10045	Eau des Sens opens with a bitter-aromatic citrus scent, dominated by zesty orange blossom that initially feels intense. Once settled on the skin, it transforms into a mellow fragrance with subtle woody undertones. This perfume embodies a joyful vibe, making it an easy-to-wear summer refreshment. While it shines on its own, it evokes imagery of an orange grove, enhancing its cheerful character.	Summer, Joyful, Casual, Daytime, Outdoor
R_27717	P_10045	This fragrance features a gentle and mild orange blossom scent, reminiscent of a distant bloom carried by a summer breeze. It offers a realistic portrayal of orange blossom without being overly citrusy, complemented by a subtle soapy accord that evokes the aroma of sun-dried linen. The scent is soft and feminine, providing a sense of depth beyond that of a typical cologne. Overall, it is a pleasant and kind fragrance, though the reviewer is still considering other options before committing to a full bottle.	Summer, Casual, Feminine, Daytime, Gentle
R_27720	P_10045	This fragrance evokes a sense of comfort and nostalgia, reminiscent of warm sunlight and nature. The opening notes create an imagery of feathery sunlight and curling vines, combined with the freshness of unripe oranges. It feels like a delightful discovery that brings a genuine and inviting mood.	Casual, Daytime, Unisex, Spring, Nature
R_27715	P_10045	This fragrance is a vivid portrayal of a bitter orange tree in full bloom, set in a sun-drenched garden. It captures the essence of the entire tree, including its green leaves, delicate blossoms, and juicy fruit, creating a scent that is both radiant and contemplative. The composition is layered with floral brightness from neroli and orange blossom, a juicy edge from bitter orange, and earthy warmth from patchouli. This perfume offers a rich, textured experience that goes beyond typical citrus fragrances, making it a must-try for those seeking depth.	Casual, Daytime, Unisex, Spring, Outdoor
R_27723	P_10045	This fragrance opens with a realistic scent of orange flower and tree, which may be surprising at first. However, it quickly transitions into a clean, soapy aroma reminiscent of a fresh soap bar, complemented by neroli. The overall scent profile embodies a crisp and pure essence, characteristic of the Diptyque brand.	Casual, Fresh, Unisex, Spring, Everyday
R_27719	P_10045	Eau des Sens offers a light and refreshing scent characterized by a clear orange note complemented by the spiciness of juniper berries. The fragrance creates an uplifting mood, making it a delightful surprise during a flight. Its airy quality is perfect for a unique experience in the sky.	Travel, Refreshing, Light, Evening, Airplane
R_27718	P_10045	Eau des Sens by Diptyque is a floral fragrance that pays homage to the orange tree, capturing its essence from leaves to fruit. The composition features aromatic orange blossom, bitter orange zest, sweet patchouli, green juniper berries, and herbal angelica, resulting in a modern and smooth scent. This fragrance stands out as a simple yet effective tribute, reminiscent of classic colognes.	Casual, Everyday, Unisex, Spring, Outdoor
R_27724	P_10045	Eau des Sens presents a delicate and sentimental experience centered around the orange tree. The initial burst of orange blossom is complemented by the sharpness of bitter orange, along with hints of juniper and patchouli, creating a balanced and vibrant floral composition. This interplay of notes ensures that the fragrance remains distinct and engaging.	Casual, Elegant, Unisex, Spring, Daytime
R_27725	P_10049	Eau Capitale offers a vibrant and lush scent reminiscent of blooming roses in a moist greenhouse, filled with the vitality of young buds and the earthiness of oily soil. It evokes a sense of freshness and sophistication, making it suitable for various occasions, especially on humid days when its floral notes are most pronounced. The fragrance garners numerous compliments, indicating its appeal to those around the wearer. While versatile, it may not be ideal for casual settings due to its showy nature.	Occasion, Vibe, Gender, Season, Place
R_27731	P_10049	Eau Capitale captures the essence of Paris through a modern chypre fragrance. It embodies the city's rich culture and history, evoking a sophisticated and elegant atmosphere. The scent reflects the vibrancy and charm of Paris, making it a fitting tribute to the iconic city.	Occasion, Vibe, Gender, Season, Place
R_27732	P_10049	The fragrance features a full blooming rose and effervescent peppercorn, creating an overtly floral scent that is both elegant and feminine. Initially, there was a desire for more complexity, but with continued wear, the simplicity of the fragrance becomes more appreciated. It evokes a romantic atmosphere reminiscent of vintage Paris.	Romantic, Elegant, Feminine, Evening, Vintage
R_27726	P_10049	Diptyque’s first chypre, Eau Capitale, is a modern take on the classic genre, embodying rebellion and revolution. It opens with a spicy, fruity blend of cumin, pink pepper, and citrus zest, leading to a deep, earthy rose essence that is both vibrant and fresh. The fragrance evolves with floral and woody notes, including hints of clove, cinnamon, and a warm amber base, creating a genderless and energetic scent. Ideal for the shoulder seasons and humid summer evenings, it leaves a seductive trail that bridges feminine and masculine qualities.	Evening, Genderless, Spring, Summer, Modern
R_27728	P_10049	Eau Capitale presents a sophisticated blend of bright rose and fresh bergamot, creating an elegant and uplifting scent. Initially, it has a sharp, spicy sweetness that quickly dissipates, revealing a refined chypre. The fragrance maintains the freshness of rose and bergamot for hours, with a velvety afterscent that avoids any dusty notes. The patchouli adds a sensual earthiness, enhancing the overall experience.	Evening, Elegant, Romantic, Fall, Sophisticated
R_27729	P_10049	This fragrance is a simple yet stunning composition that evokes the scent of a room full of blooming roses. The initial burst fills the space, transitioning into a gently peppery and citrusy aroma that remains intriguing throughout the day. Although the reviewer typically dislikes pepper and finds citrus boring, the masterful blend has changed their perspective. Best suited for fall and winter, this scent is described as cool, elegant, and flirty.	Evening, Elegant, Flirty, Fall, Winter
R_27737	P_10053	The fragrance opens with a bright and beautiful green rose that captivates the senses, encouraging repeated inhalation. However, this vibrant bouquet fades within 30 minutes to a softer, clean, soapy scent. While the dry down is pleasant, it lacks the richness of the initial rose experience.	Casual, Daytime, Feminine, Spring, Fresh
R_27736	P_10053	EAU ROSE by Diptyque presents a breathtakingly beautiful rose scent that opens with bittersweet bergamot and tart black currants, followed by a flood of tropical litchi. The fresh rose is complemented by zesty geranium and a touch of jasmine, creating a refined floral complexity. Warm cedar and cozy white musk add sensuality, while a hint of honey introduces natural sweetness. This composition balances contrasting elements, resulting in a unique masterpiece that is both simple and exquisitely refined.	Elegant, Romantic, Spring, Evening, Feminine
R_27738	P_10053	Eau Rose EDT evokes the scent of freshly picked pink roses floating in water, offering a fresh and sweet aroma that remains vibrant throughout. The fragrance features juicy litchi and blackcurrant, adding a playful fruitiness, while a hint of geranium introduces a cool minty element. The dry down reveals a soft combination of white honey and musk, creating a natural and solid base. This fragrance is ideal for those seeking a pure rose scent without any overpowering notes.	Casual, Feminine, Spring, Daytime, Layering
R_27742	P_10053	Eau Rose by Diptyque offers a fresh and modern scent that evokes the feeling of walking through a blooming rose garden while enjoying berry tea. It is light, slightly sweet, and has a cool, playful quality reminiscent of a delicate Rose Petal Confit from France.	Casual, Playful, Feminine, Spring, Outdoor
R_27740	P_10053	Eau Rose embodies the rich, luxurious smell of a rose, making it an ideal representation of the flower. The scent is mature and suitable for everyday wear, with a surprising hint of sweetness that lingers. Overall, it presents a pure rose fragrance that captivates the senses.	Everyday, Luxurious, Mature, Spring, Romantic
R_27743	P_10053	Diptyque Rose opens with a fresh, watery rose scent reminiscent of a body mist, making it suitable for younger individuals exploring fragrances. After about an hour, it evolves into a more sophisticated, soft, and floral aroma, appealing to adult women while maintaining a light and clean essence.	Casual, Everyday, Feminine, Spring, Teen
R_27741	P_10053	This fragrance embodies a 'clean girl' vibe with a fresh spa-like quality, featuring a lush pink rose that is rich and full-bodied. The scent is watery yet substantial, avoiding any sharp or sour notes. Although it includes restrained fruity elements, they do not overpower the floral essence, creating a balanced and inviting aroma.	Casual, Relaxed, Feminine, Spring, Daytime
R_27739	P_10053	Eau Rose eau de toilette is a bright and flirty fragrance that embodies the essence of roses with a hint of berries and zest. It evokes a sense of comfort and beauty, making the wearer feel pretty and sexy. The scent is light and not overpowering, allowing for easy reapplication throughout the day, and it has the potential to become a signature scent.	Casual, Romantic, Feminine, Spring, Everyday
R_27748	P_10057	Do Son EdP offers a magnificent trail that is best appreciated from a distance, presenting a feather-light and unobtrusive scent. It embodies a plain white floral blend, transitioning smoothly from jasmin-tuberose to orange blossom-tuberose. The fragrance is straightforward yet elegant, lacking any dramatic flair, making it a serene choice for those who prefer subtlety.	Casual, Elegant, Spring, Daytime, Unisex
R_27744	P_10053	Diptyque's Eau Rose is a uniquely complex rose fragrance that beautifully blends the lightness of a pink Rosa Centifolia with the fruity elegance of a carmine red Rose de Resht. The scent is airy and rounded, evoking a sense of idealism and refinement. It captures the essence of roses in a way that feels both delicate and sophisticated.	Occasion, Vibe, Gender, Season
R_27751	P_10057	This fragrance offers a bright and sweet floral experience, reminiscent of walking through a botanical garden. It lacks the heaviness of aldehydes and gourmand notes, presenting a fresh and vibrant scent that feels uplifting. The intensity of the fragrance is notable, as a single spray can be quite potent, making it a bold choice for those unfamiliar with Diptyque's offerings.	Casual, Vibrant, Unisex, Spring, Outdoor
R_27753	P_10057	This fragrance captures the essence of a jasmine bush in the evening, exuding the rich oils released by the flowers during the day. It evokes a warm, vibrant atmosphere reminiscent of a holiday in Tuscany, creating a serene and enchanting mood.	Evening, Holiday, Romantic, Warm, Tuscany
R_27752	P_10057	Do Son is a captivating fragrance that beautifully showcases white florals. The EDT offers an airy and aquatic experience, reminiscent of tuberose carried by a sea breeze, while the EDP presents a fuller, creamier scent that is intoxicating. It evokes the imagery of being enveloped in a jasmine bush on a late spring night, creating a romantic and pure atmosphere.	Romantic, Spring, Evening, Casual, Feminine
R_27750	P_10057	The Do Son EDP offers a photorealistic white floral experience, capturing the essence of fresh jasmine with a hint of orange blossom that adds a clean touch. It evokes the feeling of standing beside a blooming jasmine bush in a summer garden, delivering a natural and creamy scent without any unpleasant undertones. While it may not suit everyone, particularly those who prefer conventional fragrances, it is highly recommended for those who appreciate the raw beauty of jasmine.	Summer, Garden, Floral, Intense, Fresh
R_27749	P_10057	Do Son features a prominent orange leaf note that enhances its white floral character, complemented by jasmine and orange blossom. The fragrance evokes a serene atmosphere, reminiscent of dappled light filtering through branches and foliage. The tuberose is presented in a more reserved and nuanced manner, offering a sophisticated and mature scent profile. Overall, it provides a fresh and green interpretation of floral elegance.	Casual, Elegant, Feminine, Spring, Outdoor
R_27747	P_10057	Do Son EDP is a photorealistic tuberose fragrance that stands out for its simplicity and elegance. The scent is floral and natural, with tuberose at its core, complemented by notes of orange leaf, pink pepper, and musk. It has a slightly green and spicy character, drying down to a clean, musky tuberose aroma that feels effortless and alluring. This fragrance is perfect for spring and summer, evoking a chic and expensive vibe while remaining humble and easy to wear.	Spring, Summer, Chic, Casual, Elegant
R_27764	P_10061	Drakkar Noir evokes nostalgic memories of youth and lively parties. Its scent is characterized by a woody and mossy profile, complemented by a strong lavender note, creating an incredibly appealing fragrance. This perfume captures the essence of vibrant moments and joyful gatherings.	Party, Nostalgia, Youth, Evening, Casual
R_27763	P_10061	Eau de Minthé opens with a sparkling and airy mint that evokes the freshness of spearmint. It creates a lively and refreshing sensation, reminiscent of a cocktail ready to be enjoyed. The scent strikes a balance, avoiding sweetness and maintaining a crisp, invigorating profile.	Casual, Refreshing, Summer, Daytime, Unisex
R_27767	P_10065	This fragrance is described as very interesting and seductive, combining iris, honey, and tobacco in a way that creates a mysterious and elegant vibe. It evokes a sense of intrigue and is particularly suited for winter and autumn. The scent is likened to sweet incense and is recommended for those who appreciate amber and tobacco themes in fragrances. It is unisex and ideal for a well-dressed individual with style.	Evening, Elegant, Unisex, Autumn, Winter
R_27761	P_10061	Diptyque Eau de Minthe offers a refreshing minty opening, making it an excellent choice for warmer weather. It transitions into a classy, timeless barbershop fougere that suits any occasion, whether dressed up or down. This fragrance embodies a mature, well-groomed masculinity, presenting a smooth and polite scent profile that stands out from heavier alternatives. It evokes the imagery of a fresh shave, appealing to those who prefer a clean and sophisticated aroma.	Casual, Formal, Masculine, Spring, Summer
R_27770	P_10065	The fragrance offers a complex journey that evolves over time, starting with a fresh, mentholated scent that feels both green and darkly mysterious. As it develops, it reveals a smoky tobacco note that is strong yet pleasant, transitioning to a sweet honey aroma with a sensual undertone. The final stages introduce a powdery iris reminiscent of vintage makeup, adding elegance without being cloying. This perfume is intriguing and continuously changing, making it a captivating experience.	Evening, Elegant, Unisex, Mysterious, Winter
R_27768	P_10065	Volutes by Diptyque is a cozy fragrance that combines cinnamon and honey, creating a smooth and comforting scent experience. The sweetness of the cinnamon blends seamlessly with the honey, enveloping the wearer in a warm embrace. The resinous opopanax adds depth without overwhelming the sweetness, while the overall composition remains well-balanced. This fragrance is ideal for both daily wear in winter and as a soothing scent for bedtime.	Winter, Cozy, Daily Wear, Bedtime, Warm
R_27774	P_10065	Volutes is a warm and dark fragrance that combines medicinal and spicy notes with a hint of uplifting sweetness and floral undertones. It is ideal for nighttime wear during cooler months, providing a comforting presence. The scent is powerful, with good sillage and longevity, making it suitable for both day and night.	Evening, Cozy, Unisex, Fall, Winter
R_27773	P_10065	This perfume evokes the image of an elegant lady from the 1920s, characterized by a heavy, powdery makeup and a soft, cherry-scented tobacco aroma with a hint of spices. It brings to mind the nostalgic scent of a mother preparing for a night out dancing. The fragrance instills a sense of elegance and chicness, making the wearer feel sophisticated.	Elegant, Chic, Evening, Nostalgic, Formal
R_27778	P_10067	AROMATICS ELIXIR by Clinique transforms from an initially sour chamomile opening to a harmonious blend of rich floral and chypre notes, creating a luxurious and comforting scent. The perfume evokes the feeling of being wrapped in cashmere on a frosty winter day, making it ideal for private enjoyment. It is particularly appealing to those who appreciate patchouli, offering a strong and unique alternative to more common fruity fragrances. The experience of wearing it is described as both beautiful and magical, leaving a lasting impression even after it seems undetectable.	Evening, Luxury, Comfort, Winter, Home
R_27780	P_10067	Aromatics Elixir is a captivating and unique fragrance that blends bitter and aromatic notes, creating a savory scent experience. The reviewer describes an encounter with a chic young woman whose exotic trail of the perfume left them mesmerized and intrigued. This scent evokes a sense of mystery and sophistication, making it feel both hip and timeless. The reviewer appreciates the herbaceous qualities of the fragrance, embracing its vintage charm.	Evening, Chic, Unisex, Vintage, Sophisticated
R_27788	P_10069	This fragrance is ideal for summer, featuring a sweet and creamy quality from prickly pear, complemented by a classy powdery note from iris. The citrus adds a refreshing element, making it particularly enjoyable in warm weather. Overall, it evokes a happy and comforting mood, making it a favorite for many.	Summer, Casual, Happy, Comforting, Fresh
R_27777	P_10067	Clinique's Aromatics Elixir opens with an unusual combination of chamomile and sage, creating a distinctive and attention-grabbing scent. As it develops, the fragrance transitions into a blissful floral heart featuring dark rose, jasmine, and ylang, showcasing a sophisticated elegance. The dry down reveals earthy notes of patchouli and oakmoss, adding depth to the overall experience. This fragrance is a unique blend that invites patience and appreciation, making it a must-try for fragrance enthusiasts.	Niche, Elegant, Floral, Earthy, Timeless
R_27787	P_10069	Ilio is a bright and uplifting summer scent that embodies joy with its powdery floral citrus profile. The opening features a stunning blend of iris, vibrant citrus, and juicy heliotrope, which softens beautifully during the drydown. The creamy, fruity sweetness from the initial application lingers, complemented by hints of dried nuts or coconut, creating an addictive fragrance experience.	Summer, Joyful, Casual, Feminine, Daytime
R_27792	P_10069	Ilio is a captivating white floral scent that shines on mild days with its fresh blend of jasmine and iris. However, it truly transforms under the heat of a hot summer day, enhancing its allure. This fragrance evokes a sense of excitement and joy, making it a perfect choice for summer occasions.	Summer, Fresh, Exciting, Joyful, Casual
R_27795	P_10069	This fragrance offers a unique blend of prickly pear and coconut water, evoking a fresh and clean atmosphere reminiscent of freshly washed laundry. The scent has a slightly synthetic yet funky character, providing a playful and refreshing vibe. It captures a lighthearted mood, perfect for casual wear.	Casual, Fresh, Playful, Everyday, Spring
R_27791	P_10069	This scent is described as addictive and enjoyable, particularly suited for summertime wear. While it may not be groundbreaking or attention-grabbing, it provides a pleasant experience for the wearer. The overall vibe is light and refreshing, making it a great choice for warm weather.	Summer, Casual, Everyday, Light, Refreshing
R_27797	P_10072	Clinique Happy evokes the essence of summer with its fresh and vibrant citrus scent, reminiscent of sunlit fields and beach days. The fragrance is dominated by a lively orange aroma that creates an uplifting and joyful mood. Despite its short longevity, the initial strong sillage makes a lasting impression, making it a beloved choice for summer wear.	Summer, Joyful, Casual, Outdoor, Daytime
R_27802	P_10072	This fragrance blends refreshing citrus aromas with the invigorating scent of a sea breeze, evoking a sense of freedom and lightness. It captures the essence of summer, making it perfect for personal enjoyment. The overall mood is uplifting and airy, reminiscent of carefree days spent by the ocean.	Summer, Casual, Refreshing, Personal, Beach
R_27803	P_10072	The fragrance opens with a bright and zesty citrus burst, predominantly featuring orange with hints of lime, reminiscent of a refreshing shower gel. As it develops, the scent evolves into a fresh marine note, evoking a sense of the sea. A subtle touch of freesia lingers in the background, adding a delicate layer to the overall freshness.	Casual, Fresh, Summer, Daytime, Unisex
R_27799	P_10072	This fragrance embodies the essence of summer with its fresh, citrusy scent that radiates vibrancy. Initially, it has a strong presence, allowing others to notice it from a distance, but it becomes more subtle after a few hours. The scent remains close to the skin, making it a refreshing choice for warm weather.	Summer, Casual, Unisex, Daytime, Outdoor
R_27800	P_10072	This fragrance offers a vibrant burst of mandarin and lemon, creating an ultra zesty experience. The blend of jasmine and rose contributes to a fresh laundry vibe, while the base notes of guaiac wood, cedar, and musk add a touch of masculinity. Overall, it presents a unique and refreshing scent, perfect for summer.	Summer, Fresh, Masculine, Casual, Daytime
R_27798	P_10072	Happy for Men is a fresh and crisp citrus fragrance that features a sweet and pulpy blend of lime, mandarin orange, and lemon. It evokes a mood-boosting, energizing vibe reminiscent of fruity cocktails, making it suitable for both casual and party occasions. The scent is versatile and has an oddly sexy quality, appealing to both men and women. Overall, it is a delightful choice for summer wear.	Summer, Casual, Party, Unisex, Versatile
R_27815	P_10073	Oud Palao opens with a slightly sweet and subtly woody aroma, accompanied by a smoky undertone and a deep rosy essence. This combination creates a rich and inviting scent profile.	Evening, Sophisticated, Unisex, Fall, Intimate
R_27808	P_10073	Oud Palao is a luxurious and complex fragrance that features a prominent oud note, complemented by a fresh and spicy rose. The scent opens with a rich, incensed character that evolves into a smooth, woody, and balsamic dry down. This perfume evokes a classic and timeless vibe, making it an iconic creation in niche perfumery. Its structure is light yet pleasant, capturing the essence of both oud and rose beautifully.	Evening, Elegant, Unisex, Fall, Special Occasion
R_27813	P_10073	Oud Palao presents a unique take on the classic oud-rose theme, showcasing individuality while still embodying the essence of a typical Diptyque fragrance. The scent opens with a prominent oud note, setting a distinctive tone that captures attention. This fragrance balances familiarity with originality, making it a noteworthy addition to the brand's collection.	Evening, Sophisticated, Unisex, Fall, Special Occasion
R_27811	P_10073	Oud Palao presents a complex olfactory journey, starting with a bright, sugary oud that quickly transitions to darker, leathery, and animalic notes. The fragrance maintains a noble restraint despite its strong projection, creating a captivating experience that shifts throughout the day. As the scent evolves, the rose gradually takes center stage, transforming into a full-bodied aroma by late morning. Oud Palao lasts well into the evening, leaving a lasting impression that is both dignified and bold.	Evening, Charming, Unisex, Intense, Noble
R_27826	P_10076	This fragrance evokes a sense of warmth and vibrancy, encapsulated in an orange box that symbolizes happiness. It encourages communication and exudes optimism, making it perfect for social occasions. The scent is ideal for leisure activities and outings with friends, creating an adventurous and sociable atmosphere.	Leisure, Social, Optimistic, Vibrant, Casual
R_27827	P_10076	The scent features a distinctive sharpness that initially seemed off-putting but ultimately became a beloved aspect, attributed to the laurel note. It is particularly enjoyable during hot summer days, making it a perfect choice for humid conditions. This fragrance is ideal for beach outings, evoking a refreshing and vibrant atmosphere.	Summer, Beach, Casual, Outdoor, Vibrant
R_27831	P_10077	Vetyverio presents a refreshing and well-balanced combination of grapefruit and vetiver, making it a versatile fragrance. While it faces competition from other vetiver scents, it remains enjoyable and worthy of a full bottle. The overall impression is one of freshness and balance, suitable for various occasions.	Versatile, Fresh, Casual, Daytime, Unisex
R_27823	P_10076	Happy Perfume embodies a sense of joyful simplicity, reminiscent of a white floral-tinged glass of Sunny Delight. It represents a shift away from the strong, overpowering scents of previous generations, appealing to a desire for understated elegance. This fragrance evokes nostalgia for the 1990s, capturing a quiet rebellion and a carefree spirit. Its distinctive character ensures it stands out, making it a memorable choice for those seeking a light and cheerful scent.	Nostalgia, Casual, Youthful, Everyday, Spring
R_27834	P_10077	The fragrance features a pleasant spicy and sweet herbal scent, predominantly characterized by vetiver, which has an incense-like quality. Upon initial application, it presents a bright and tingly aroma that feels friendly and warm. This scent is very gender neutral, making it versatile for various wearers.	Casual, Warm, Gender Neutral, Versatile, Any Season
R_27830	P_10077	Vetyverio is a soft vetiver scent that embodies a naturalistic style, offering a refined yet joyful and uplifting experience. The fragrance opens with sharp citrus notes of grapefruit and bergamot, complemented by a green and slightly earthy vetiver. The dry down reveals a fresh, green rose note, creating a clean and light effect that is also rich and intoxicating. This scent is both linear and complex, making it a versatile choice for anyone seeking a bright and airy fragrance that is suitable for all genders.	Unisex, Bright, Airy, Casual, Spring
R_27838	P_10077	Yatagan offers a unique scent experience that diverges from the typical earthy vetiver profile. It introduces a delicate sweetness reminiscent of fresh grass, creating a more accessible and lighter fragrance. This transformation evokes a sense of freshness and elegance, making it a standout choice.	Elegant, Fresh, Casual, Spring, Daytime
R_27833	P_10077	Diptyque's Vetyverio is a crisp and clean interpretation of vetiver, enhanced by sparkling grapefruit and subtle nutmeg. The fragrance opens with a bold, sharp note that transitions into a smoother heart featuring floral elements like ylang ylang and geranium. This unisex scent blurs the lines between masculine and feminine, making it suitable for both genders. Ideal for Spring and Summer, Vetyverio is a refreshing choice for those who appreciate soft vetiver scents.	Unisex, Spring, Summer, Casual, Fresh
R_27841	P_10080	Aromatics in White presents a unique blend that evokes a pearly white and fine porcelain texture. The fragrance captures a modern essence while honoring classic oriental scents, particularly reminiscent of Boucheron Initial and Cartier Le Baiser du Dragon. It features a harmonious combination of roses, musk, and a hint of salty patchouli, creating a luminous amber aura. Overall, it is a well-crafted design that balances modernity with a nod to its predecessors.	Evening, Elegant, Unisex, Spring, Special Occasion
